5.666,381.337,0.993
5.677,380.838,0.990
5.689,385.038,0.961
5.700,396.173,0.853
5.712,414.646,0.803
5.724,427.654,0.866
5.735,433.921,0.943
5.747,436.766,0.982
5.759,437.641,0.989
5.770,438.180,0.992
5.782,437.745,0.995
5.793,437.225,0.995
5.805,436.937,0.995
5.817,436.391,0.994
5.828,436.192,0.994
6.188,436.304,0.994
6.200,436.831,0.994
6.211,436.993,0.995
6.258,436.175,0.992
6.269,436.141,0.991
6.281,435.481,0.991
6.293,435.178,0.990
6.304,434.929,0.990
6.316,434.747,0.989
6.327,435.117,0.989
6.339,435.493,0.988
6.351,436.485,0.989
6.362,438.474,0.989
6.374,439.450,0.991
6.385,439.734,0.992
6.397,0.000,0.990
6.409,437.534,0.990
6.420,438.071,0.987
6.432,438.242,0.984
6.444,438.572,0.981
6.606,495.558,0.945
6.618,489.472,0.955
6.676,481.440,0.984
6.687,480.810,0.987
6.699,481.799,0.986
6.711,484.012,0.986
6.722,485.561,0.980
6.803,494.713,0.985
6.908,494.825,0.985
6.920,495.221,0.986
6.931,494.934,0.985
6.943,494.465,0.984
6.954,493.855,0.983
7.024,490.088,0.978
7.245,487.422,0.972
7.279,491.601,0.970
7.291,493.855,0.967
7.303,495.298,0.969
7.314,0.000,0.960
7.326,0.000,0.938
7.338,0.000,0.935
7.349,492.579,0.925
7.361,493.868,0.943
7.372,494.055,0.953
7.384,0.000,0.948
7.442,514.170,0.886
7.454,520.750,0.975
7.465,522.642,0.984
7.477,523.816,0.987
7.488,524.353,0.990
7.500,521.798,0.984
7.512,516.438,0.979
7.639,520.676,0.967
7.651,527.286,0.975
7.663,528.412,0.976
7.674,527.908,0.984
7.686,525.832,0.987
7.697,521.273,0.980
7.709,516.657,0.981
7.721,513.487,0.984
7.802,514.785,0.985
7.814,517.181,0.984
7.825,521.517,0.980
7.837,526.509,0.983
7.848,528.086,0.984
7.860,527.147,0.988
7.872,525.208,0.990
7.883,522.899,0.987
7.895,518.029,0.984
7.906,513.856,0.980
7.941,505.953,0.984
7.953,505.063,0.984
7.964,507.923,0.987
7.976,511.296,0.987
7.988,514.113,0.987
7.999,516.360,0.982
8.011,519.600,0.980
8.022,525.379,0.981
8.034,528.463,0.985
8.046,530.930,0.989
8.057,529.409,0.989
8.069,526.730,0.988
8.081,522.056,0.981
8.092,516.230,0.982
8.104,512.243,0.982
8.115,508.969,0.982
8.127,506.979,0.984
8.139,504.609,0.984
8.150,505.135,0.987
8.162,508.263,0.987
8.173,511.471,0.987
8.185,515.118,0.988
8.197,518.169,0.987
8.208,521.538,0.983
8.220,525.284,0.988
8.231,527.072,0.990
8.243,525.665,0.993
8.255,522.846,0.990
8.266,519.613,0.988
8.278,514.295,0.981
8.290,509.185,0.980
8.301,505.775,0.983
8.313,503.249,0.986
8.324,503.856,0.989
8.336,505.852,0.989
8.348,511.053,0.988
8.359,518.368,0.987
8.371,524.753,0.984
8.382,530.013,0.988
8.394,534.171,0.992
8.406,536.463,0.993
8.417,533.614,0.992
8.429,530.372,0.991
8.440,525.495,0.986
8.452,521.776,0.987
8.464,518.034,0.988
8.475,511.308,0.987
8.487,511.796,0.991
8.499,513.022,0.990
8.510,0.000,0.990
8.522,0.000,0.991
8.533,0.000,0.986
8.545,0.000,0.980
8.557,0.000,0.980
8.568,0.000,0.968
8.580,0.000,0.925
8.591,0.000,0.874
8.603,0.000,0.891
8.615,0.000,0.896
8.626,0.000,0.885
8.638,0.000,0.880
8.649,0.000,0.834
